Description	Resource	Path	Location	Type
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 258	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 258	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 261	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 261	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 261	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 261	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 261	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 261	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 262	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 262	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 262	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 262	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 262	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 262	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 263	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 263	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 263	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 263	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 263	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 263	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 266	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 266	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 266	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 266	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 266	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 266	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 267	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 267	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 267	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 267	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 267	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 267	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 268	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 268	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 268	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 268	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 268	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 268	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 271	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 271	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 271	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 271	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 271	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 271	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 272	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 272	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 272	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 272	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 272	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 272	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 273	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 273	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 273	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 273	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 273	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 273	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 276	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 276	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 276	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 276	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 276	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 276	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 277	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 277	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 277	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 277	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 277	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 277	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 278	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 278	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 278	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 278	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 278	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 278	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 281	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 281	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 281	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 281	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 281	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 281	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 282	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 282	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 282	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 282	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 282	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 282	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 283	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 283	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 283	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 283	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 283	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 283	C/C++ Problem
#1471-D (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 195	C/C++ Problem
#1471-D (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 224	C/C++ Problem
#1471-D (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 253	C/C++ Problem
#1471-D (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 192	C/C++ Problem
#1473-D (MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 294	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("Port")	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 296	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 296	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("pin_num")	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 297	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 297	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 301	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 301	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 301	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 301	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 301	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 301	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 304	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 304	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 304	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 304	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 304	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 304	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 307	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 307	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 307	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 307	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 307	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 307	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 310	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 310	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 310	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 310	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 310	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 310	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 313	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 313	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 313	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 313	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 313	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 313	C/C++ Problem
#1498-D (MISRA-C:2004 6.3/A) typedefs that indicate size and signedness should be used in place of the basic numerical types	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 316	C/C++ Problem
#1400-D (MISRA-C:2004 11.3/A) A cast should not be performed between a pointer type and an integral type	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 316	C/C++ Problem
#1406-D (MISRA-C:2004 12.7/R) Bitwise operators shall not be applied to operands whose underlying type is signed	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 316	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if the expression is complex	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 316	C/C++ Problem
#1487-D (MISRA-C:2004 12.2/R) The value of an expression shall be the same under any order of evaluation that the standard permits	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 316	C/C++ Problem
#1397-D (MISRA-C:2004 10.5/R) If the bitwise operators ~ and << are applied to an operand of underlying type unsigned char or unsigned short, the result shall be immediately cast to the underlying type of the operand	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 316	C/C++ Problem
#1471-D (MISRA-C:2004 15.3/R) The final clause of a switch statement shall be the default clause	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 298	C/C++ Problem
#1473-D (MISRA-C:2004 16.4/R) The identifiers used in the declaration and definition of a function shall be identical	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 326	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("Port")	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 328	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 328	C/C++ Problem
#1497-D (MISRA-C:2004 5.7/A) No identifier name should be reused ("pin_num")	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 329	C/C++ Problem
#1393-D (MISRA-C:2004 10.1/R) The value of an expression of integer type shall not be implicitly converted to a different underlying type if it is not a conversion to a wider integer type of the same signedness	Tiva_DIO.c	/LiCar/MCAL/Tiva_DIO	line 329	C/C++ Problem
